"species","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","area_open","area_closed"
"Calamus bachmaensis A.J.Hend., N.K.Ban & N.Q.Dung",1,0,"closed","closed","closed",0,1
"Calamus rhabdocladus Burret",0.99,0.01,"closed","closed","closed",0,1
"Calamus penicillatus Roxb.",1,0,"closed","closed","closed",0,1
"Salacca griffithii A.J.Hend.",1,0,"closed","closed","closed",0,1
"Calamus insignis Griff.",0.96,0.04,"closed","closed","closed",0,1
"Calyptrocalyx elegans Becc.",1,0,"closed","closed","closed",0,1
"Ravenea xerophila Jum.",0.18,0.82,"open","open","open",1,0
"Calamus eximius Burret",1,0,"closed","closed","closed",0,1
"Parajubaea torallyi (Mart.) Burret",0.9,0.1,"closed","closed","closed",0,1
"Orania longistaminodia A.P.Keim & J.Dransf.",1,0,"closed","closed","closed",0,1
"Licuala bayana Saw",1,0,"closed","closed","closed",0,1
"Metroxylon amicarum (H.Wendl.) Hook.f.",1,0,"closed","closed","closed",0,1
"Calamus acuminatus Becc.",0.93,0.07,"closed","closed","closed",0,1
"Calamus sedens J.Dransf.",1,0,"closed","closed","closed",0,1
"Ceroxylon pityrophyllum (Mart.) Mart. ex H.Wendl.",0.9,0.1,"closed","closed","closed",0,1
"Trachycarpus oreophilus Gibbons & Spanner",1,0,"closed","closed","closed",0,1
"Calyptrogyne tutensis A.J.Hend.",1,0,"closed","closed","closed",0,1
"Dypsis vonitrandambo Rakotoarin. & J.Dransf.",1,0,"closed","closed","closed",0,1
"Calamus corrugatus Becc.",1,0,"closed","closed","closed",0,1
"Geonoma occidentalis (A.J.Hend.) A.J.Hend.",1,0,"closed","closed","closed",0,1
"Geonoma dindoensis A.J.Hend.",1,0,"closed","closed","closed",0,1
"Desmoncus loretanus A.J.Hend.",1,0,"closed","closed","closed",0,1
"Calamus lateralis A.J.Hend., N.K.Ban & N.Q.Dung",1,0,"closed","closed","closed",0,1
"Licuala bachmaensis A.J.Hend., N.K.Ban & N.Q.Dung",1,0,"closed","closed","closed",0,1
"Calyptrogyne osensis A.J.Hend.",1,0,"closed","closed","closed",0,1
"Dypsis beentjei J.Dransf.",1,0,"closed","closed","closed",0,1
"Saribus surru (Dowe & Barfod) Bacon & W.J.Baker",1,0,"closed","closed","closed",0,1
"Saribus tothur (Dowe & Barfod) Bacon & W.J.Baker",1,0,"closed","closed","closed",0,1
"Dypsis viridis Jum.",1,0,"closed","closed","closed",0,1
"Hydriastele dransfieldii (Hambali, Maturb., Wanggai & W.J.Baker) W.J.Baker & Loo",1,0,"closed","closed","closed",0,1
"Licuala magna Burret",1,0,"closed","closed","closed",0,1
"Licuala longispadix Banka & Barfod",1,0,"closed","closed","closed",0,1
"Desmoncus osensis A.J.Hend.",1,0,"closed","closed","closed",0,1
"Pinanga cattienensis A.J.Hend., N.K.Ban & N.Q.Dung",1,0,"closed","closed","closed",0,1
"Marojejya insignis Humbert",1,0,"closed","closed","closed",0,1
"Dypsis louvelii Jum. & H.Perrier",1,0,"closed","closed","closed",0,1
"Astrocaryum javarense (Trail) Drude",1,0,"closed","closed","closed",0,1
"Livistona rigida Becc.",0,1,"open","open","open",1,0
"Calyptrogyne panamensis A.J.Hend.",1,0,"closed","closed","closed",0,1
"Phytelephas seemannii O.F.Cook",1,0,"closed","closed","closed",0,1
"Calamus platyspathus Mart. ex Kunth",1,0,"closed","closed","closed",0,1
"Hydriastele cariosa (Dowe & M.D.Ferrero) W.J.Baker & Loo",1,0,"closed","closed","closed",0,1
"Borassodendron machadonis (Ridl.) Becc.",0.85,0.15,"closed","closed","closed",0,1
"Licuala crassiflora Barfod",1,0,"closed","closed","closed",0,1
"Licuala rheophytica Saw",1,0,"closed","closed","closed",0,1
"Calamus scabrispathus Becc.",1,0,"closed","closed","closed",0,1
"Dypsis fanjana Beentje",1,0,"closed","closed","closed",0,1
"Calyptrocalyx pachystachys Becc.",1,0,"closed","closed","closed",0,1
"Calamus temii T.Evans",1,0,"closed","closed","closed",0,1
"Calyptrocalyx laxiflorus Becc.",1,0,"closed","closed","closed",0,1
"Calamus griseus J.Dransf.",1,0,"closed","closed","closed",0,1
"Dypsis perrieri (Jum.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Dypsis delicatula Britt & J.Dransf.",1,0,"closed","closed","closed",0,1
"Calamus laxissimus Ridl.",1,0,"closed","closed","closed",0,1
"Syagrus cardenasii Glassman",0.82,0.18,"closed","closed","closed",0,1
"Pinanga polymorpha Becc.",1,0,"closed","closed","closed",0,1
"Calamus nambariensis Becc.",1,0,"closed","closed","closed",0,1
"Calamus plicatus Blume",1,0,"closed","closed","closed",0,1
"Calamus spiralis A.J.Hend., N.K.Ban & N.Q.Dung",1,0,"closed","closed","closed",0,1
"Dypsis mocquerysiana (Becc.) Becc.",1,0,"closed","closed","closed",0,1
"Dypsis poivreana (Baill.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Chuniophoenix hainanensis Burret",0.8,0.2,"closed","closed","closed",0,1
"Aiphanes leiostachys Burret",1,0,"closed","closed","closed",0,1
"Calyptrocalyx sessiliflorus Dowe & M.D.Ferrero",1,0,"closed","closed","closed",0,1
"Calamus bankae W.J.Baker & J.Dransf.",1,0,"closed","closed","closed",0,1
"Wettinia panamensis R.Bernal",1,0,"closed","closed","closed",0,1
"Pinanga cupularis A.J.Hend., N.K.Ban & N.Q.Dung",1,0,"closed","closed","closed",0,1
"Voanioala gerardii J.Dransf.",1,0,"closed","closed","closed",0,1
"Dypsis procera Jum.",1,0,"closed","closed","closed",0,1
"Licuala sarawakensis Becc.",1,0,"closed","closed","closed",0,1
"Pholidostachys panamensis A.J.Hend.",1,0,"closed","closed","closed",0,1
"Hydriastele valida (Essig) W.J.Baker & Loo",1,0,"closed","closed","closed",0,1
"Dypsis trapezoidea J.Dransf.",1,0,"closed","closed","closed",0,1
"Dypsis acaulis J.Dransf.",1,0,"closed","closed","closed",0,1
"Calamus simplicifolius C.F.Wei",1,0,"closed","closed","closed",0,1
"Calamus oligostachys T.Evans, Sengdala, Viengkham, Thamm. & J.Dransf.",1,0,"closed","closed","closed",0,1
"Chamaedorea stolonifera H.Wendl. ex Hook.f.",0.82,0.18,"closed","closed","closed",0,1
"Dypsis anjae Rakotoarin. & J.Dransf.",1,0,"closed","closed","closed",0,1
"Nenga banaensis (Magalon) Burret",1,0,"closed","closed","closed",0,1
"Dypsis humbertii H.Perrier",1,0,"closed","closed","closed",0,1
"Dypsis sancta Rakotoarin. & J.Dransf.",1,0,"closed","closed","closed",0,1
"Calamus arborescens Griff.",1,0,"closed","closed","closed",0,1
"Calamus gracilis Roxb.",1,0,"closed","closed","closed",0,1
"Livistona concinna Dowe & Barfod",0,1,"open","open","open",1,0
"Calamus wanggaii W.J.Baker & J.Dransf.",1,0,"closed","closed","closed",0,1
"Sabal domingensis Becc.",0.88,0.12,"closed","closed","closed",0,1
"Calamus acaulis A.J.Hend., N.K.Ban & N.Q.Dung",1,0,"closed","closed","closed",0,1
"Saribus papuanus (Becc.) Kuntze",1,0,"closed","closed","closed",0,1
"Calamus floribundus Griff.",1,0,"closed","closed","closed",0,1
"Bactris faucium Mart.",1,0,"closed","closed","closed",0,1
"Wallichia caryotoides Roxb.",1,0,"closed","closed","closed",0,1
"Bactris panamensis de Nevers & Grayum",1,0,"closed","closed","closed",0,1
"Trachycarpus geminisectus Spanner, Gibbons, V.D.Nguyen & T.P.Anh",1,0,"closed","closed","closed",0,1
"Dypsis pilulifera (Becc.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Licuala merguensis Becc.",1,0,"closed","closed","closed",0,1
"Areca montana Ridl.",0.89,0.11,"closed","closed","closed",0,1
"Dypsis tsaravoasira Beentje",1,0,"closed","closed","closed",0,1
"Licuala borneensis Becc.",1,0,"closed","closed","closed",0,1
"Licuala taynguyensis Barfod & Borchs.",1,0,"closed","closed","closed",0,1
"Beccariophoenix madagascariensis Jum. & H.Perrier",0.88,0.12,"closed","closed","closed",0,1
"Dypsis leptocheilos (Hodel) Beentje & J.Dransf.",0.69,0.31,"closed","closed","closed",1,1
"Attalea dubia (Mart.) Burret",0.98,0.02,"closed","closed","closed",0,1
"Syagrus gouveiana Noblick & Lorenzi",0.8,0.2,"closed","closed","closed",0,1
"Acrocomia glaucescens Lorenzi",0,1,"open","open","open",1,0
"Marojejya darianii J.Dransf. & N.W.Uhl",1,0,"closed","closed","closed",0,1
"Calamus thysanolepis Hance",1,0,"closed","closed","closed",0,1
"Burretiokentia vieillardii (Brongn. & Gris) Pic.Serm.",1,0,"closed","closed","closed",0,1
"Pinanga andamanensis Becc.",1,0,"closed","closed","closed",0,1
"Pritchardia kaalae Rock",1,0,"closed","closed","closed",0,1
"Aiphanes graminifolia Galeano & R.Bernal",1,0,"closed","closed","closed",0,1
"Astrocaryum ferrugineum F.Kahn & B.Millán",1,0,"closed","closed","closed",0,1
"Wettinia microcarpa (Burret) R.Bernal",0.85,0.15,"closed","closed","closed",0,1
"Attalea septuagenata Dugand",1,0,"closed","closed","closed",0,1
"Desmoncus interjectus A.J.Hend.",1,0,"closed","closed","closed",0,1
"Chamaedorea ponderosa Hodel",1,0,"closed","closed","closed",0,1
"Aiphanes buenaventurae R.Bernal & Borchs.",1,0,"closed","closed","closed",0,1
"Bactris rostrata Galeano & R.Bernal",0.5,0.5,"closed","open","closed",1,1
"Geonoma galeanoae A.J.Hend.",1,0,"closed","closed","closed",0,1
"Chamaedorea amabilis H.Wendl.",1,0,"closed","closed","closed",0,1
"Syagrus cearensis Noblick",0.22,0.78,"open","open","open",1,0
"Chamaedorea verapazensis Hodel & Cast.Mont",1,0,"closed","closed","closed",0,1
"Lanonia hainanensis (A.J.Hend., L.X.Guo & Barfod) A.J.Hend. & C.D.Bacon",1,0,"closed","closed","closed",0,1
"Satranala decussilvae Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Basselinia velutina Becc.",1,0,"closed","closed","closed",0,1
"Calamus beccarii A.J.Hend.",1,0,"closed","closed","closed",0,1
"Syagrus itacambirana Noblick & Lorenzi",0.17,0.83,"open","open","open",1,0
"Syagrus evansiana Noblick",0.29,0.71,"open","open","open",1,1
"Astrocaryum echinatum Barb.Rodr.",0,1,"open","open","open",1,0
"Syagrus kellyana Noblick & Lorenzi",1,0,"closed","closed","closed",0,1
"Syagrus angustifolia Noblick & Lorenzi",0,1,"open","open","open",1,0
"Calyptronoma rivalis (O.F.Cook) L.H.Bailey",0.96,0.04,"closed","closed","closed",0,1
"Licuala fordiana Becc.",1,0,"closed","closed","closed",0,1
"Syagrus vermicularis Noblick",0.89,0.11,"closed","closed","closed",0,1
"Bactris soeiroana Noblick ex A.J.Hend.",1,0,"closed","closed","closed",0,1
"Calamus melanochrous Burret",1,0,"closed","closed","closed",0,1
"Calamus macrorhynchus Burret",1,0,"closed","closed","closed",0,1
"Calamus tetradactyloides Burret",1,0,"closed","closed","closed",0,1
"Calamus egregius Burret",1,0,"closed","closed","closed",0,1
"Calamus compsostachys Burret",1,0,"closed","closed","closed",0,1
"Rhapis robusta Burret",1,0,"closed","closed","closed",0,1
"Calamus oxycarpus Becc.",1,0,"closed","closed","closed",0,1
"Calamus multispicatus Burret",1,0,"closed","closed","closed",0,1
"Plectocomia microstachys Burret",1,0,"closed","closed","closed",0,1
"Sabal gretherae H.J.Quero",0.89,0.11,"closed","closed","closed",0,1
"Lytocaryum hoehnei (Burret) Toledo",1,0,"closed","closed","closed",0,1
"Archontophoenix purpurea Hodel & Dowe",1,0,"closed","closed","closed",0,1
"Archontophoenix tuckeri Dowe",0,1,"open","open","open",1,0
"Guihaia argyrata (S.K.Lee & F.N.Wei) S.K.Lee, F.N.Wei & J.Dransf.",0.96,0.04,"closed","closed","closed",0,1
"Nannorrhops ritchieana (Griff.) Aitch.",0.06,0.94,"open","open","open",1,0
"Archontophoenix maxima Dowe",0.2,0.8,"open","open","open",1,0
"Archontophoenix myolensis Dowe",1,0,"closed","closed","closed",0,1
"Attalea rostrata Oerst.",1,0,"closed","closed","closed",0,1
"Dypsis bernieriana (Baill.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Ravenea latisecta Jum.",1,0,"closed","closed","closed",0,1
"Dypsis malcomberi Beentje",1,0,"closed","closed","closed",0,1
"Dypsis lantzeana Baill.",1,0,"closed","closed","closed",0,1
"Dypsis paludosa J.Dransf.",1,0,"closed","closed","closed",0,1
"Chamaedorea serpens Hodel",1,0,"closed","closed","closed",0,1
"Chamaedorea verecunda Grayum & Hodel",1,0,"closed","closed","closed",0,1
"Dypsis serpentina Beentje",1,0,"closed","closed","closed",0,1
"Dypsis eriostachys J.Dransf.",1,0,"closed","closed","closed",0,1
"Dypsis bonsai Beentje",1,0,"closed","closed","closed",0,1
"Chamaedorea schippii Burret",1,0,"closed","closed","closed",0,1
"Chamaedorea rosibeliae Hodel, G.Herrera & Casc.",1,0,"closed","closed","closed",0,1
"Dypsis sahanofensis (Jum. & H.Perrier) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Lanonia calciphila (Becc.) A.J.Hend. & C.D.Bacon",1,0,"closed","closed","closed",0,1
"Butia microspadix Burret",0.39,0.61,"open","open","open",1,1
"Syagrus cerqueirana Noblick & Lorenzi",0.33,0.67,"open","open","open",1,1
"Chamaedorea simplex Burret",0.91,0.09,"closed","closed","closed",0,1
"Geonoma fosteri A.J.Hend.",1,0,"closed","closed","closed",0,1
"Oenocarpus simplex R.Bernal, Galeano & A.J.Hend.",1,0,"closed","closed","closed",0,1
"Bentinckia condapanna Berry ex Roxb.",1,0,"closed","closed","closed",0,1
"Pinanga dicksonii (Roxb.) Blume",1,0,"closed","closed","closed",0,1
"Calamus dransfieldii Renuka",1,0,"closed","closed","closed",0,1
"Geonoma gentryi A.J.Hend.",1,0,"closed","closed","closed",0,1
"Aiphanes multiplex R.Bernal & Borchs.",1,0,"closed","closed","closed",0,1
"Aiphanes pilaris R.Bernal",1,0,"closed","closed","closed",0,1
"Chamaedorea murriensis Galeano",0.67,0.33,"closed","closed","closed",1,1
"Geonoma santanderensis Galeano & R.Bernal",1,0,"closed","closed","closed",0,1
"Trachycarpus nanus Becc.",1,0,"closed","closed","closed",0,1
"Geonoma talamancana Grayum",1,0,"closed","closed","closed",0,1
"Cryosophila cookii Bartlett",1,0,"closed","closed","closed",0,1
"Chamaedorea stricta Standl. & Steyerm.",1,0,"closed","closed","closed",0,1
"Calyptrogyne herrerae Grayum",1,0,"closed","closed","closed",0,1
"Calyptrocalyx awa Dowe & M.D.Ferrero",1,0,"closed","closed","closed",0,1
"Orania glauca Essig",1,0,"closed","closed","closed",0,1
"Veitchia spiralis H.Wendl.",1,0,"closed","closed","closed",0,1
"Calyptrocalyx julianettii (Becc.) Dowe & M.D.Ferrero",1,0,"closed","closed","closed",0,1
"Calyptrocalyx merrillianus (Burret) Dowe & M.D.Ferrero",1,0,"closed","closed","closed",0,1
"Heterospathe lepidota H.E.Moore",1,0,"closed","closed","closed",0,1
"Veitchia winin H.E.Moore",0.67,0.33,"closed","closed","closed",1,1
"Metroxylon warburgii (Heimerl) Becc.",1,0,"closed","closed","closed",0,1
"Calamus pseudozebrinus Burret",1,0,"closed","closed","closed",0,1
"Hydriastele lepidota Burret",0,1,"open","open","open",1,0
"Calyptrocalyx flabellatus (Becc.) Dowe & M.D.Ferrero",1,0,"closed","closed","closed",0,1
"Neoveitchia brunnea Dowe",1,0,"closed","closed","closed",0,1
"Clinostigma harlandii Becc.",1,0,"closed","closed","closed",0,1
"Calyptrocalyx yamutumene Dowe & M.D.Ferrero",1,0,"closed","closed","closed",0,1
"Carpoxylon macrospermum H.Wendl. & Drude",1,0,"closed","closed","closed",0,1
"Orania disticha Burret",0.89,0.11,"closed","closed","closed",0,1
"Calyptrocalyx arfakianus (Becc.) Dowe & M.D.Ferrero",1,0,"closed","closed","closed",0,1
"Heterospathe uniformis Dowe",1,0,"closed","closed","closed",0,1
"Veitchia metiti Becc.",1,0,"closed","closed","closed",0,1
"Caryota ophiopellis Dowe",1,0,"closed","closed","closed",0,1
"Calamus multisetosus Burret",0.5,0.5,"closed","open","closed",1,1
"Licuala angustiloba Burret",1,0,"closed","closed","closed",0,1
"Heterospathe minor Burret",1,0,"closed","closed","closed",0,1
"Calyptrocalyx pusillus (Becc.) Dowe & M.D.Ferrero",1,0,"closed","closed","closed",0,1
"Licuala tanycola H.E.Moore",1,0,"closed","closed","closed",0,1
"Calyptrocalyx geonomiformis (Becc.) Dowe & M.D.Ferrero",1,0,"closed","closed","closed",0,1
"Calyptrocalyx multifidus (Becc.) Dowe & M.D.Ferrero",1,0,"closed","closed","closed",0,1
"Calyptrocalyx lepidotus (Burret) Dowe & M.D.Ferrero",0.5,0.5,"closed","open","closed",1,1
"Brahea salvadorensis H.Wendl. ex Becc.",0.94,0.06,"closed","closed","closed",0,1
"Dypsis schatzii Beentje",1,0,"closed","closed","closed",0,1
"Dypsis montana (Jum.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Orania ravaka Beentje",1,0,"closed","closed","closed",0,1
"Dypsis tenuissima Beentje",1,0,"closed","closed","closed",0,1
"Dypsis nossibensis (Becc.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Dypsis aquatilis Beentje",1,0,"closed","closed","closed",0,1
"Dypsis acuminum (Jum.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Attalea princeps Mart.",0.6,0.4,"closed","closed","closed",1,1
"Dypsis fasciculata Jum.",1,0,"closed","closed","closed",0,1
"Dypsis psammophila Beentje",1,0,"closed","closed","closed",0,1
"Dypsis pervillei (Baill.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Dypsis coursii Beentje",1,0,"closed","closed","closed",0,1
"Dypsis heteromorpha (Jum.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Dypsis lokohoensis J.Dransf.",1,0,"closed","closed","closed",0,1
"Dypsis spicata J.Dransf.",1,0,"closed","closed","closed",0,1
"Ravenea nana Beentje",1,0,"closed","closed","closed",0,1
"Dypsis pumila Beentje",1,0,"closed","closed","closed",0,1
"Dypsis scottiana (Becc.) Beentje & J.Dransf.",0.94,0.06,"closed","closed","closed",0,1
"Dypsis ambilaensis J.Dransf.",1,0,"closed","closed","closed",0,1
"Livistona boninensis (Becc.) Nakai",1,0,"closed","closed","closed",0,1
"Chamaedorea adscendens (Dammer) Burret",0.91,0.09,"closed","closed","closed",0,1
"Calamus asperrimus Blume",1,0,"closed","closed","closed",0,1
"Coccothrinax guantanamensis (León) O.Muñiz & Borhidi",0.8,0.2,"closed","closed","closed",0,1
"Coccothrinax proctorii Read",0.5,0.5,"closed","open","closed",1,1
"Dypsis ambositrae Beentje",1,0,"closed","closed","closed",0,1
"Chambeyronia lepidota H.E.Moore",1,0,"closed","closed","closed",0,1
"Balaka microcarpa Burret",1,0,"closed","closed","closed",0,1
"Ptychosperma praemorsum Becc.",1,0,"closed","closed","closed",0,1
"Attalea leandroana (Barb.Rodr.) Zona",0.5,0.5,"closed","open","closed",1,1
"Hyphaene dichotoma (D.White bis ex Nimmo) Furtado",0.64,0.36,"closed","closed","closed",1,1
"Pinanga copelandii Becc.",1,0,"closed","closed","closed",0,1
"Coccothrinax inaguensis Read",0.67,0.33,"closed","closed","closed",1,1
"Daemonorops hirsuta Blume",1,0,"closed","closed","closed",0,1
"Cyphophoenix nucele H.E.Moore",1,0,"closed","closed","closed",0,1
"Chamaedorea nationsiana Hodel & Cast.Mont",0,1,"open","open","open",1,0
"Copernicia ekmanii Burret",0.5,0.5,"closed","open","closed",1,1
"Caryota cumingii Lodd. ex Mart.",0.95,0.05,"closed","closed","closed",0,1
"Dypsis mananjarensis (Jum. & H.Perrier) Beentje & J.Dransf.",0.92,0.08,"closed","closed","closed",0,1
"Coccothrinax jamaicensis Read",0.83,0.17,"closed","closed","closed",0,1
"Attalea anisitsiana (Barb.Rodr.) Zona",0,1,"open","open","open",1,0
"Bactris jamaicana L.H.Bailey",1,0,"closed","closed","closed",0,1
"Thrinax excelsa Lodd. ex Mart.",0.75,0.25,"closed","closed","closed",0,1
"Coccothrinax cupularis (León) O.Muñiz & Borhidi",0.44,0.56,"open","open","closed",1,1
"Pinanga geonomiformis Becc.",1,0,"closed","closed","closed",0,1
"Coccothrinax clarensis León",0.9,0.1,"closed","closed","closed",0,1
"Veitchia vitiensis (H.Wendl.) H.E.Moore",0.67,0.33,"closed","closed","closed",1,1
"Basselinia porphyrea H.E.Moore",1,0,"closed","closed","closed",0,1
"Solfia samoensis Rech.",0,1,"open","open","open",1,0
"Syagrus lilliputiana (Barb.Rodr.) Becc.",0.6,0.4,"closed","closed","closed",1,1
"Balaka seemannii (H.Wendl.) Becc.",0.8,0.2,"closed","closed","closed",0,1
"Balaka samoensis Becc.",1,0,"closed","closed","closed",0,1
"Attalea fairchildensis (Glassman) Zona",1,0,"closed","closed","closed",0,1
"Pinanga curranii Becc.",0.86,0.14,"closed","closed","closed",0,1
"Coccothrinax scoparia Becc.",0.83,0.17,"closed","closed","closed",0,1
"Pritchardia lanigera Becc.",1,0,"closed","closed","closed",0,1
"Dransfieldia micrantha (Becc.) W.J.Baker & Zona",1,0,"closed","closed","closed",0,1
"Pritchardia schattaueri Hodel",1,0,"closed","closed","closed",0,1
"Hemithrinax rivularis León",1,0,"closed","closed","closed",0,1
"Pseudophoenix lediniana Read",1,0,"closed","closed","closed",0,1
"Coccothrinax borhidiana O.Muñiz",0.6,0.4,"closed","closed","closed",1,1
"Bactris turbinocarpa Barb.Rodr.",1,0,"closed","closed","closed",0,1
