"genera","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","area_open","area_closed"
"Mimosa ephedroides (Gillies ex Hook.) Benth.",0,1,"open","open","open",1,0
"Asclepias syriaca L.",0.69,0.31,"closed","closed","closed",1,1
"Calliandra trinervia Benth.",1,0,"closed","closed","closed",0,1
"Calliandra caeciliae Harms",1,0,"closed","closed","closed",0,1
"Blakea brenesii (Standl.) Penneys & Almeda",1,0,"closed","closed","closed",0,1
"Havardia pallens (Benth.) Britton & Rose",0.54,0.46,"closed","open","closed",1,1
"Inga setosa G.Don",0.98,0.02,"closed","closed","closed",0,1
"Protium sagotianum Marchand",0.96,0.04,"closed","closed","closed",0,1
"Protium altsonii Sandwith",0.99,0.01,"closed","closed","closed",0,1
"Protium paniculatum var. paniculatum",1,0,"closed","closed","closed",0,1
"Protium pittieri (Rose) Engl.",1,0,"closed","closed","closed",0,1
"Guarea ecuadoriensis W.Palacios",1,0,"closed","closed","closed",0,1
"Guarea gomma Pulle",1,0,"closed","closed","closed",0,1
"Guarea fissicalyx Harms",1,0,"closed","closed","closed",0,1
"Entandrophragma angolense (Welw.) C.DC.",0.78,0.22,"closed","closed","closed",0,1
"Paspalum urvillei Steud.",0.48,0.52,"open","open","closed",1,1
"Glossoloma sprucei (Kuntze) J.L.Clark",0.95,0.05,"closed","closed","closed",0,1
"Pachira brevipes (Robyns) Alverson",1,0,"closed","closed","closed",0,1
"Salvia iodantha Fernald",0.97,0.03,"closed","closed","closed",0,1
"Salvia arbuscula Fernald",1,0,"closed","closed","closed",0,1
"Aristida appressa Vasey",0.93,0.07,"closed","closed","closed",0,1
"Eragrostis macilenta (A.Rich.) Steud.",0.46,0.54,"open","open","closed",1,1
"Sporobolus festivus Hochst. ex A.Rich.",0.22,0.78,"open","open","open",1,0
"Bromus densus Swallen",0.83,0.17,"closed","closed","closed",0,1
"Axonopus argentinus Parodi",0.23,0.77,"open","open","open",1,0
"Muhlenbergia ×angustata (J.Presl) Kunth",0.48,0.52,"open","open","closed",1,1
"Arthrostylidium excelsum Griseb.",0.93,0.07,"closed","closed","closed",0,1
"Triraphis schinzii Hack.",0.55,0.45,"closed","open","closed",1,1
"Siphocampylus boliviensis Zahlbr.",0.75,0.25,"closed","closed","closed",0,1
"Gonolobus chloranthus Schltdl.",0.95,0.05,"closed","closed","closed",0,1
"Uvariodendron molundense (Diels) R.E.Fr.",0.85,0.15,"closed","closed","closed",0,1
"Wendlandiella gracilis Dammer",1,0,"closed","closed","closed",0,1
"Laccosperma opacum Drude",0.82,0.18,"closed","closed","closed",0,1
"Prestoea decurrens H.E.Moore",0.99,0.01,"closed","closed","closed",0,1
"Eschweilera tessmannii R.Knuth",1,0,"closed","closed","closed",0,1
"Schultesiophytum chorianthum Harling",1,0,"closed","closed","closed",0,1
"Clidemia lanuginosa Almeda",1,0,"closed","closed","closed",0,1
"Miconia papillosa (Desr.) Naudin",0.85,0.15,"closed","closed","closed",0,1
"Tococa symphyandra (Triana) Cogn.",0.97,0.03,"closed","closed","closed",0,1
"Conostegia micrantha Standl.",1,0,"closed","closed","closed",0,1
"Miconia crocea (Desr.) Naudin",0.83,0.17,"closed","closed","closed",0,1
"Miconia cladonia Gleason",0.82,0.18,"closed","closed","closed",0,1
"Miconia abbreviata Markgr.",0.98,0.03,"closed","closed","closed",0,1
"Bromus catharticus Vahl",0.43,0.57,"open","open","closed",1,1
"Psammisia sclerantha A.C.Sm.",1,0,"closed","closed","closed",0,1
"Psammisia ulbrichiana Hoerold",0.99,0.01,"closed","closed","closed",0,1
"Rauvolfia vomitoria Afzel.",0.74,0.26,"closed","closed","closed",1,1
"Saba comorensis (Bojer) Pichon",0.38,0.62,"open","open","open",1,1
"Pachycarpus lineolatus (Decne.) Bullock",0.29,0.71,"open","open","open",1,1
"Salvia angulata Benth.",1,0,"closed","closed","closed",0,1
"Solanum caripense Humb. & Bonpl. ex Dunal",0.89,0.11,"closed","closed","closed",0,1
"Solanum oxyphyllum Morton",1,0,"closed","closed","closed",0,1
"Deprea orinocensis (Kunth) Raf.",1,0,"closed","closed","closed",0,1
"Achimenes longiflora DC.",1,0,"closed","closed","closed",0,1
"Columnea purpurata Hanst.",0.97,0.03,"closed","closed","closed",0,1
"Carex tetanica Schkuhr",0.62,0.38,"closed","closed","closed",1,1
"Richardia brasiliensis Gomes",0.58,0.42,"closed","open","closed",1,1
"Afrocanthium pseudoverticillatum (S.Moore) Lantz",0.62,0.38,"closed","closed","closed",1,1
"Croton saltensis Griseb.",0.8,0.2,"closed","closed","closed",0,1
"Croton perspeciosus Croizat",0.92,0.08,"closed","closed","closed",0,1
"Adansonia za Baill.",0.43,0.57,"open","open","closed",1,1
"Centropogon luteus E.Wimm.",0.94,0.06,"closed","closed","closed",0,1
"Mascarenhasia lisianthiflora A.DC.",0.72,0.28,"closed","closed","closed",1,1
"Asclepias oenotheroides Cham. & Schltdl.",0.38,0.62,"open","open","open",1,1
"Heliconia schumanniana Loes.",1,0,"closed","closed","closed",0,1
"Heliconia metallica Planch. & Linden ex Hook.",0.95,0.05,"closed","closed","closed",0,1
"Heliconia wagneriana Petersen",0.98,0.02,"closed","closed","closed",0,1
"Heliconia lennartiana W.J.Kress",1,0,"closed","closed","closed",0,1
"Heliconia orthotricha L.Andersson",1,0,"closed","closed","closed",0,1
"Eschweilera caudiculata R.Knuth",0.97,0.03,"closed","closed","closed",0,1
"Cojoba rufescens (Benth.) Britton & Rose",0.97,0.03,"closed","closed","closed",0,1
"Zapoteca media (M.Martens & Galeotti) H.M.Hern.",0.46,0.54,"open","open","closed",1,1
"Ficus thonningii Blume",0.35,0.65,"open","open","open",1,1
"Ficus burkei (Miq.) Miq.",0,1,"open","open","open",1,0
"Siphonandra elliptica (Ruiz & Pav.) Klotzsch",0.93,0.07,"closed","closed","closed",0,1
"Stizophyllum inaequilaterum Bureau & K.Schum.",0.96,0.04,"closed","closed","closed",0,1
"Myrcianthes callicoma McVaugh",0.76,0.24,"closed","closed","closed",0,1
"Muhlenbergia robusta (E.Fourn.) Hitchc.",0.94,0.06,"closed","closed","closed",0,1
"Inga multinervis T.D.Penn.",1,0,"closed","closed","closed",0,1
"Oxypetalum appendiculatum Mart.",0.72,0.28,"closed","closed","closed",1,1
"Stenanona panamensis Standl.",1,0,"closed","closed","closed",0,1
"Chloris canterae Arechav.",0.09,0.91,"open","open","open",1,0
"Cuatresia riparia (Kunth) Hunz.",0.99,0.01,"closed","closed","closed",0,1
"Pearcea abunda (Wiehler) L.P.Kvist & L.E.Skog",1,0,"closed","closed","closed",0,1
"Socratea salazarii H.E.Moore",1,0,"closed","closed","closed",0,1
"Phytelephas tenuicaulis (Barfod) A.J.Hend.",1,0,"closed","closed","closed",0,1
"Croton megistocarpus J.A.González & Poveda",1,0,"closed","closed","closed",0,1
"Solanum chomatophilum Bitter",0.67,0.33,"closed","closed","closed",1,1
"Chamaedorea crucensis Hodel",1,0,"closed","closed","closed",0,1
"Kohleria villosa (Fritsch) Wiehler",1,0,"closed","closed","closed",0,1
"Alloneuron ulei Pilg.",1,0,"closed","closed","closed",0,1
"Guarea guentheri Harms",1,0,"closed","closed","closed",0,1
"Zapoteca portoricensis subsp. portoricensis",0.98,0.02,"closed","closed","closed",0,1
"Cynanchum perrieri Choux",0.71,0.29,"closed","closed","closed",1,1
"Carludovica rotundifolia H.Wendl. ex Hook.f.",0.96,0.04,"closed","closed","closed",0,1
"Hyospathe elegans Mart.",0.99,0.01,"closed","closed","closed",0,1
"Lycium cuneatum Dammer",0.2,0.8,"open","open","open",1,0
"Clidemia tococoidea (DC.) Gleason",0.97,0.03,"closed","closed","closed",0,1
"Desmoncus myriacanthos Dugand",0.72,0.28,"closed","closed","closed",1,1
"Heliconia librata Griggs",1,0,"closed","closed","closed",0,1
"Chusquea coronalis Soderstr. & C.E.Calderón",1,0,"closed","closed","closed",0,1
"Incarum pavonii (Schott) E.G.Gonç.",1,0,"closed","closed","closed",0,1
"Opisthocentra clidemioides Hook.fil.",1,0,"closed","closed","closed",0,1
"Semiramisia speciosa (Benth.) Klotzsch",0.94,0.06,"closed","closed","closed",0,1
"Tetrameranthus laomae D.R.Simpson",1,0,"closed","closed","closed",0,1
"Miconia cyanocarpa Naudin",0.95,0.05,"closed","closed","closed",0,1
"Duguetia hadrantha (Diels) R.E.Fr.",1,0,"closed","closed","closed",0,1
"Paepalanthus dendroides (Kunth) Kunth",0.79,0.21,"closed","closed","closed",0,1
"Eugenia hiraeifolia Standl.",0.93,0.07,"closed","closed","closed",0,1
"Miconia atropurpurea Gamba & Almeda",1,0,"closed","closed","closed",0,1
"Croton alamosanus Rose",0.82,0.17,"closed","closed","closed",0,1
"Hemipogon acerosus Decne.",0.12,0.88,"open","open","open",1,0
"Ravenea rivularis Jum. & H.Perrier",0.5,0.5,"closed","open","closed",1,1
"Clidemia inobsepta Wurdack",1,0,"closed","closed","closed",0,1
"Morella spathulata (Mirb.) Verdc. & Polhill",1,0,"closed","closed","closed",0,1
"Bignonia microcalyx G.Mey.",0.93,0.07,"closed","closed","closed",0,1
"Desmoncus moorei A.J.Hend.",0.5,0.5,"closed","open","closed",1,1
"Prestoea ensiformis (Ruiz & Pav.) H.E.Moore",1,0,"closed","closed","closed",0,1
"Lycianthes lycioides (L.) Hassl.",0.56,0.44,"closed","open","closed",1,1
"Pholidostachys pulchra H.Wendl. ex Burret",1,0,"closed","closed","closed",0,1
"Oxandra espintana (Spruce ex Benth.) Baill.",0.89,0.11,"closed","closed","closed",0,1
"Solanum ternatum Ruiz & Pav.",0.99,0.01,"closed","closed","closed",0,1
"Lupinus montanus Kunth",0.88,0.12,"closed","closed","closed",0,1
"Mimosa watsonii B.L.Rob.",0.94,0.06,"closed","closed","closed",0,1
"Bactris pilosa H.Karst.",0.97,0.03,"closed","closed","closed",0,1
"Paspalum ceresia (Kuntze) Chase",0.79,0.21,"closed","closed","closed",0,1
"Rollinia herzogii R.E.Fr.",0.91,0.09,"closed","closed","closed",0,1
"Fuchsia macrostigma Benth.",1,0,"closed","closed","closed",0,1
"Geonoma macrostachys Mart.",1,0,"closed","closed","closed",0,1
"Asclepias glaucescens Kunth",0.95,0.05,"closed","closed","closed",0,1
"Fuchsia boliviana Carrière",0.89,0.11,"closed","closed","closed",0,1
"Lanonia centralis (A.J.Hend., N.K.Ban & N.Q.Dung) A.J.Hend. & C.D.Bacon",1,0,"closed","closed","closed",0,1
"Fuchsia magellanica Lam.",0.91,0.09,"closed","closed","closed",0,1
"Tabernaemontana eusepala A.DC.",1,0,"closed","closed","closed",0,1
"Plectaneia thouarsii Roem. & Schult.",0.79,0.21,"closed","closed","closed",0,1
"Asplundia stenophylla (Standl.) Harling",0.96,0.04,"closed","closed","closed",0,1
"Blakea watsonii (Cogn.) Penneys & Almeda",1,0,"closed","closed","closed",0,1
"Fuchsia denticulata Ruiz & Pav.",0.64,0.36,"closed","closed","closed",1,1
"Alfaroa guanacastensis D.E.Stone",1,0,"closed","closed","closed",0,1
"Croton bonplandianus Baill.",0.16,0.84,"open","open","open",1,0
"Viburnum hallii (Oerst.) Killip & A.C.Sm.",0.84,0.16,"closed","closed","closed",0,1
"Solanum lanceifolium Jacq.",0.89,0.11,"closed","closed","closed",0,1
"Geonoma brongniartii Mart.",0.99,0.01,"closed","closed","closed",0,1
"Cavanillesia umbellata Ruiz & Pav.",0.72,0.28,"closed","closed","closed",1,1
"Gasteranthus lateralis (C.V.Morton) Wiehler",0.93,0.07,"closed","closed","closed",0,1
"Monochaetum lineatum (D.Don) Naudin",0.94,0.06,"closed","closed","closed",0,1
"Mauria thaumatophylla Loes.",0.92,0.08,"closed","closed","closed",0,1
"Meriania denticulata (Gleason) Wurdack",1,0,"closed","closed","closed",0,1
"Solanum moxosense M.Nee",0.2,0.8,"open","open","open",1,0
"Chamguava schippii (Standl.) Landrum",1,0,"closed","closed","closed",0,1
"Conostegia setosa Triana",0.96,0.04,"closed","closed","closed",0,1
"Eremospatha cabrae (De Wild. & T.Durand) De Wild.",0.7,0.3,"closed","closed","closed",1,1
"Quercus rugosa Née",0.92,0.08,"closed","closed","closed",0,1
"Brachyotum grisebachii Cogn.",0.79,0.21,"closed","closed","closed",0,1
"Petunia integrifolia (Hook.) Schinz & Thell.",0.41,0.59,"open","open","closed",1,1
"Lepidium bipinnatifidum Desv.",0.62,0.38,"closed","closed","closed",1,1
"Aristida recurvata Kunth",0.55,0.45,"closed","open","closed",1,1
"Microchloa kunthii Desv.",0.45,0.55,"open","open","closed",1,1
"Polystemma viridiflorum Decne.",0.77,0.23,"closed","closed","closed",0,1
"Oenothera multicaulis Ruiz & Pav.",0.56,0.44,"closed","open","closed",1,1
"Paspalum paniculatum L.",0.78,0.22,"closed","closed","closed",0,1
"Iriartella stenocarpa Burret",1,0,"closed","closed","closed",0,1
"Schinus myrtifolia (Griseb.) Cabrera",0.96,0.04,"closed","closed","closed",0,1
"Ruellia panamensis (Lindau) E.Tripp",1,0,"closed","closed","closed",0,1
"Quercus elliptica Née",0.97,0.03,"closed","closed","closed",0,1
"Heliconia colgantea R.R.Sm. ex G.S.Daniels & F.G.Stiles",1,0,"closed","closed","closed",0,1
"Ficus polita Vahl",0.59,0.41,"closed","open","closed",1,1
"Cassiope fastigiata (Wall.) D.Don",0.37,0.63,"open","open","open",1,1
"Nicotiana otophora Griseb.",0.76,0.24,"closed","closed","closed",0,1
"Poulsenia armata (Miq.) Standl.",0.96,0.04,"closed","closed","closed",0,1
"Miconia triplinervis Ruiz & Pav.",0.98,0.02,"closed","closed","closed",0,1
"Henriettea spruceana Cogn.",0.94,0.06,"closed","closed","closed",0,1
"Pleurostelma cernuum (Decne.) Bullock",0.39,0.61,"open","open","open",1,1
"Mimosa bahamensis Benth.",0.94,0.06,"closed","closed","closed",0,1
"Begonia convallariodora C.DC.",0.97,0.03,"closed","closed","closed",0,1
"Inga tocacheana D.R.Simpson",1,0,"closed","closed","closed",0,1
"Ficus crocata (Miq.) Mart. ex Miq.",0.84,0.16,"closed","closed","closed",0,1
"Olmeca recta Soderstr.",1,0,"closed","closed","closed",0,1
"Melastomastrum capitatum (Vahl) A.Fern. & R.Fern.",0.4,0.6,"open","open","closed",1,1
"Pyrostria asosa (Arènes) Razafim., Lantz & B.Bremer",1,0,"closed","closed","closed",0,1
"Gonolobus jaliscensis B.L.Rob. & Greenm.",0.96,0.04,"closed","closed","closed",0,1
"Erysimum capitatum (Douglas ex Hook.) Greene",0.51,0.49,"closed","open","closed",1,1
"Heliconia nutans Woodson",1,0,"closed","closed","closed",0,1
"Heliconia irrasa R.R.Sm.",1,0,"closed","closed","closed",0,1
"Sacciolepis africana C.E.Hubb. & Snowden",0.37,0.63,"open","open","open",1,1
"Asclepias angustifolia Schweig.",0.86,0.14,"closed","closed","closed",0,1
"Eucodonia verticillata (M.Martens & Galeotti) Wiehler",1,0,"closed","closed","closed",0,1
"Croton arboreus Millsp.",0.96,0.04,"closed","closed","closed",0,1
"Croton adspersus Benth.",0.97,0.03,"closed","closed","closed",0,1
"Spermacoce ruelliae DC.",0.17,0.83,"open","open","open",1,0
"Chamaedorea warscewiczii H.Wendl.",1,0,"closed","closed","closed",0,1
"Chamaedorea murriensis Galeano",1,0,"closed","closed","closed",0,1
"Panicum mertensii Roth",0.58,0.42,"closed","open","closed",1,1
"Salvia fulgens Cav.",0.96,0.04,"closed","closed","closed",0,1
"Salvia cardinalis Kunth",1,0,"closed","closed","closed",0,1
"Salvia herbacea Benth.",1,0,"closed","closed","closed",0,1
"Salvia longispicata M.Martens & Galeotti",1,0,"closed","closed","closed",0,1
"Quercus peduncularis Née",0.95,0.05,"closed","closed","closed",0,1
"Lycium fremontii A.Gray",0.1,0.9,"open","open","open",1,0
"Croton miarensis Leandri",0,1,"open","open","open",1,0
"Cedrela kuelapensis T.D.Penn. & Daza",1,0,"closed","closed","closed",0,1
"Philibertia parviflora (Malme) Goyder",0.09,0.91,"open","open","open",1,0
"Quercus eugeniifolia Liebm.",1,0,"closed","closed","closed",0,1
"Amphorocalyx latifolius H.Perrier",1,0,"closed","closed","closed",0,1
"Achimenes patens Benth.",1,0,"closed","closed","closed",0,1
"Ruellia blechum L.",0.9,0.1,"closed","closed","closed",0,1
"Ruellia tuberosa L.",0.7,0.3,"closed","closed","closed",1,1
"Begonia seemanniana A.DC.",1,0,"closed","closed","closed",0,1
"Hirtella punctillata Ducke",0.97,0.03,"closed","closed","closed",0,1
"Maranthes panamensis (Standl.) Prance & F.White",0.95,0.05,"closed","closed","closed",0,1
"Stryphnodendron microstachyum Poepp.",0.96,0.04,"closed","closed","closed",0,1
"Enterolobium cyclocarpum (Jacq.) Griseb.",0.88,0.12,"closed","closed","closed",0,1
"Leucaena lanceolata var. lanceolata",0.97,0.03,"closed","closed","closed",0,1
"Leucaena cruziana Britton & Rose",1,0,"closed","closed","closed",0,1
"Leucaena diversifolia (Schltdl.) Benth.",0.97,0.03,"closed","closed","closed",0,1
"Mimosa arenosa var. leiocarpa (DC.) Barneby",0.82,0.18,"closed","closed","closed",0,1
"Mimosa arenosa var. arenosa",0.43,0.57,"open","open","closed",1,1
"Conostegia montana (Sw.) D.Don ex DC.",0.99,0.01,"closed","closed","closed",0,1
"Miconia schlechtendalii Cogn.",0.97,0.03,"closed","closed","closed",0,1
"Miconia nutans Donn.Sm.",1,0,"closed","closed","closed",0,1
"Miconia oligotricha (DC.) Naudin",1,0,"closed","closed","closed",0,1
"Dacryodes nitens Cuatrec.",1,0,"closed","closed","closed",0,1
"Protium divaricatum subsp. divaricatum",1,0,"closed","closed","closed",0,1
"Guarea pyriformis T.D.Penn.",1,0,"closed","closed","closed",0,1
"Ekebergia capensis Sparrm.",0.4,0.6,"open","open","closed",1,1
"Androsace delavayi Franch.",0.87,0.13,"closed","closed","closed",0,1
"Neogoezia planipetala (Hemsl.) Hemsl.",1,0,"closed","closed","closed",0,1
"Poupartia minor (Bojer) Marchand",0.38,0.62,"open","open","open",1,1
"Anacardium spruceanum Benth. ex Engl.",0.89,0.11,"closed","closed","closed",0,1
"Spermacoce prostrata Aubl.",0.81,0.19,"closed","closed","closed",0,1
"Adansonia madagascariensis Baill.",0.8,0.2,"closed","closed","closed",0,1
"Burmeistera dendrophila E.Wimm.",1,0,"closed","closed","closed",0,1
"Panicum sabulorum Lam.",0.72,0.28,"closed","closed","closed",1,1
"Paspalum regnellii Mez",0.75,0.25,"closed","closed","closed",0,1
"Pennisetum pedicellatum Trin.",0.18,0.82,"open","open","open",1,0
"Panicum fluviicola Steud.",0.13,0.87,"open","open","open",1,0
"Panicum bartlettii Swallen",0.94,0.06,"closed","closed","closed",0,1
"Begonia peltata Otto & A.Dietr.",1,0,"closed","closed","closed",0,1
"Begonia cardiocarpa Liebm.",1,0,"closed","closed","closed",0,1
"Oenocarpus bacaba Mart.",0.88,0.12,"closed","closed","closed",0,1
"Chamaedorea deneversiana Grayum & Hodel",1,0,"closed","closed","closed",0,1
"Geonoma scoparia Grayum & de Nevers",1,0,"closed","closed","closed",0,1
"Chamaedorea subjectifolia Hodel",1,0,"closed","closed","closed",0,1
"Asplundia xiphophylla Harling",1,0,"closed","closed","closed",0,1
"Sphaeradenia crocea Harling",1,0,"closed","closed","closed",0,1
"Myrcia grandis McVaugh",0.97,0.03,"closed","closed","closed",0,1
"Monolena pilosiuscula Uribe",1,0,"closed","closed","closed",0,1
"Miconia cuspidatissima Pittier",1,0,"closed","closed","closed",0,1
"Miconia phanerostila Pilg.",0.98,0.02,"closed","closed","closed",0,1
"Elymus smithii (Rydb.) Gould",0.29,0.71,"open","open","open",1,1
"Chamaedorea liebmannii Mart.",1,0,"closed","closed","closed",0,1
"Montrichardia arborescens (L.) Schott",0.82,0.18,"closed","closed","closed",0,1
"Lysimachia quadriflora Sims",0.71,0.29,"closed","closed","closed",1,1
"Baissea leonensis Benth.",0.83,0.17,"closed","closed","closed",0,1
"Odontadenia puncticulosa (A.Rich.) Pulle",0.94,0.06,"closed","closed","closed",0,1
"Trichilia minutiflora Standl.",1,0,"closed","closed","closed",0,1
"Prestonia mexicana A.DC.",0.97,0.03,"closed","closed","closed",0,1
"Tabernaemontana letestui (Pellegr.) Pichon",0.94,0.06,"closed","closed","closed",0,1
"Salvia corrugata Vahl",0.9,0.1,"closed","closed","closed",0,1
"Muhlenbergia dubia E.Fourn.",0.69,0.31,"closed","closed","closed",1,1
"Datura stramonium L.",0.76,0.24,"closed","closed","closed",0,1
"Solanum myriacanthum Dunal",1,0,"closed","closed","closed",0,1
"Nicotiana tomentosa Ruiz & Pav.",0.91,0.09,"closed","closed","closed",0,1
"Aureliana fasciculata (Vell.) Sendtn.",0.82,0.18,"closed","closed","closed",0,1
"Festuca saximontana Rydb.",0.72,0.28,"closed","closed","closed",1,1
"Tanaecium tetragonolobum (Jacq.) L.G.Lohmann",0.91,0.09,"closed","closed","closed",0,1
"Mansoa standleyi (Steyerm.) A.H.Gentry",1,0,"closed","closed","closed",0,1
"Restio filiformis Poir.",0,1,"open","open","open",1,0
"Nautilocalyx whitei Rusby",1,0,"closed","closed","closed",0,1
"Napeanthus apodemus J.D.Sm.",0.97,0.03,"closed","closed","closed",0,1
"Drymonia coriacea (Oerst.) Wiehler",0.96,0.04,"closed","closed","closed",0,1
"Carex eburnea Boott",0.79,0.21,"closed","closed","closed",0,1
"Geonoma ferruginea H.Wendl. ex Spruce",1,0,"closed","closed","closed",0,1
"Fadogia elskensii De Wild.",0.47,0.53,"open","open","closed",1,1
"Burmeistera parviflora E.Wimm. ex Standl.",1,0,"closed","closed","closed",0,1
"Bromus lanatus Kunth",0.23,0.77,"open","open","open",1,0
"Heliconia xanthovillosa W.J.Kress",1,0,"closed","closed","closed",0,1
"Ficus popenoei Standl.",0.98,0.02,"closed","closed","closed",0,1
